位移_mm,力_kN,应变,应力_MPa,材料
0.0,0.10655839671049182,0.0,1.3567447911470538,304不锈钢
0.04008016032064128,11.890600031408397,0.0008016032064128256,151.39594958487132,304不锈钢
0.08016032064128256,18.995556048361678,0.0016032064128256513,241.85913563974523,304不锈钢
0.12024048096192384,18.272055642073454,0.002404809619238477,232.64723457960403,304不锈钢
0.16032064128256512,18.645913588132505,0.0032064128256513026,237.40734581065647,304不锈钢
0.2004008016032064,19.17547164122404,0.004008016032064128,244.14989405013432,304不锈钢
0.24048096192384769,18.63734156834255,0.004809619238476954,237.29820337271954,304不锈钢
0.280561122244489,20.574391384304473,0.0056112224448897794,261.96150846296905,304不锈钢
0.32064128256513025,19.763306251760685,0.006412825651302605,251.63444309105498,304不锈钢
0.36072144288577157,19.885420594059426,0.007214428857715431,253.18925250028713,304不锈钢
0.4008016032064128,20.245473926353746,0.008016032064128256,257.7735977814259,304不锈钢
0.4408817635270541,20.85175393362159,0.008817635270541082,265.4930011060844,304不锈钢
0.48096192384769537,20.409122940501575,0.009619238476953907,259.8572435041056,304不锈钢
0.5210420841683366,21.459211954966783,0.010420841683366733,273.2274033844873,304不锈钢
0.561122244488978,20.85859645742013,0.011222444889779559,265.58012289853394,304不锈钢
0.6012024048096193,21.283779829969088,0.012024048096192385,270.99373030814445,304不锈钢
0.6412825651302605,21.93610853544124,0.01282565130260521,279.2994443634114,304不锈钢
0.6813627254509018,21.326652348711804,0.013627254509018036,271.5396006316776,304不锈钢
0.7214428857715431,20.856814564269307,0.014428857715430862,265.55743511112917,304不锈钢
0.7615230460921844,21.57656826583295,0.015230460921843688,274.72163160479823,304不锈钢
0.8016032064128256,21.22302955252073,0.01603206412825651,270.2202330987905,304不锈钢
0.8416833667334669,22.84642233864536,0.016833667334669337,290.8899294770528,304不锈钢
0.8817635270541082,23.686510224555878,0.017635270541082163,301.5862696858072,304不锈钢
0.9218436873747494,22.37496723441589,0.01843687374749499,284.8871715840182,304不锈钢
0.9619238476953907,22.69390901263902,0.019238476953907815,288.9480678591289,304不锈钢
1.002004008016032,22.46972581434403,0.02004008016032064,286.0936763147837,304不锈钢
1.0420841683366733,23.63529970908861,0.020841683366733466,300.93423660106646,304不锈钢
1.0821643286573146,22.92950760966921,0.021643286573146292,291.94780489712804,304不锈钢
