位移_mm,力_kN,应变,应力_MPa,材料
0.0,-0.43577546872689266,0.0,-5.548470280678162,Q235
0.0250501002004008,7.2884218893678465,0.000501002004008016,92.7991480666522,Q235
0.0501002004008016,15.052751856537691,0.001002004008016032,191.65775109467106,Q235
0.0751503006012024,18.949725068990453,0.0015030060120240479,241.27559699375738,Q235
0.1002004008016032,19.482635229782407,0.002004008016032064,248.06082563010966,Q235
0.125250501002004,20.195877084575464,0.00250501002004008,257.1421106455707,Q235
0.1503006012024048,20.584634390880115,0.0030060120240480957,262.0919265834194,Q235
0.1753507014028056,19.93250696705525,0.003507014028056112,253.78877532784674,Q235
0.2004008016032064,20.299060300711716,0.004008016032064128,258.45588126664165,Q235
0.2254509018036072,20.15741343864633,0.004509018036072144,256.65237588159283,Q235
0.250501002004008,20.66591541997046,0.00501002004008016,263.1268296623106,Q235
0.2755511022044088,21.18726343784376,0.005511022044088176,269.7648443984576,Q235
0.3006012024048096,22.13135311422031,0.0060120240480961915,281.78537764915615,Q235
0.3256513026052104,21.13075971470749,0.006513026052104208,269.0454160435638,Q235
0.3507014028056112,21.335010173527877,0.007014028056112224,271.64601585220066,Q235
0.375751503006012,21.445771366064104,0.00751503006012024,273.0562723469849,Q235
0.4008016032064128,22.299833644420943,0.008016032064128256,283.93054019679136,Q235
0.4258517034068136,21.82873102389344,0.008517034068136272,277.9322702694297,Q235
0.4509018036072144,21.93768084828096,0.009018036072144287,279.31946368916323,Q235
0.4759519038076152,21.850394144509675,0.009519038076152304,278.20809392071754,Q235
0.501002004008016,21.535328483840296,0.01002004008016032,274.19654994878766,Q235
0.5260521042084167,21.93605154311287,0.010521042084168335,279.2987187139362,Q235
0.5511022044088176,22.60725683751252,0.011022044088176352,287.84477716713536,Q235
0.5761523046092184,23.12267121286612,0.011523046092184368,294.40724235646434,Q235
0.6012024048096192,21.935278622069045,0.012024048096192383,279.2888775692442,Q235
0.6262525050100199,23.277278113157905,0.0125250501002004,296.3757602126045,Q235
0.6513026052104208,23.51962144110747,0.013026052104208416,299.461373904392,Q235
0.6763527054108216,23.364608238396865,0.013527054108216433,297.48768284081456,Q235
0.7014028056112224,23.59296896064077,0.014028056112224447,300.3952643169958,Q235
0.7264529058116231,22.95471598523369,0.014529058116232464,292.2687681745064,Q235
0.751503006012024,22.83788834209882,0.01503006012024048,290.7812711664962,Q235
0.7765531062124248,23.28169722686287,0.015531062124248495,296.4320261633488,Q235
0.8016032064128256,23.012748888641273,0.01603206412825651,293.0076666737706,Q235
0.8266533066132264,24.3786519494083,0.016533066132264528,310.3988992759501,Q235
0.8517034068136272,24.12511287570279,0.017034068136272545,307.1707368014641,Q235
0.8767535070140281,23.669365240588814,0.01753507014028056,301.36797278561255,Q235
0.9018036072144288,23.983909585413627,0.018036072144288574,305.3728791524499,Q235
0.9268537074148295,23.814180133409536,0.01853707414829659,303.2118148250986,Q235
0.9519038076152304,22.821105105840708,0.019038076152304607,290.5675801850745,Q235
0.9769539078156312,24.182535715079837,0.019539078156312624,307.9018677176823,Q235
1.002004008016032,24.26168771183437,0.02004008016032064,308.9096630920568,Q235
1.0270541082164328,25.217343885931783,0.020541082164328657,321.0774656900714,Q235
1.0521042084168335,23.790708122194285,0.02104208416833667,302.9129596439292,Q235
1.0771543086172344,25.043597283425985,0.021543086172344687,318.86525337075796,Q235
1.1022044088176353,24.35185241122907,0.022044088176352703,310.05767666982734,Q235
1.127254509018036,24.636850088374057,0.02254509018036072,313.6863828618509,Q235
1.1523046092184368,25.205109935646647,0.023046092184368736,320.9216980655865,Q235
1.1773547094188377,25.06764134093644,0.023547094188376753,319.1713920777242,Q235
1.2024048096192383,24.76812139822802,0.024048096192384766,315.35778250157426,Q235
1.227454909819639,25.22755531007976,0.024549098196392782,321.2074816902239,Q235
1.2525050100200399,25.60926215515553,0.0250501002004008,326.0675282917953,Q235
